ROUGE-Type,Task Name,System Name,Avg_Recall,Avg_Precision,Avg_F-Score,Num Reference Summaries
ROUGE-1,MU94DE22-A,SYSTEM1.TXT,0,50532,0,44601,0,47382,1
ROUGE-1,CE94AB24-E,SYSTEM1.TXT,0,36882,0,34892,0,35860,1
ROUGE-1,CE94AB24-F,SYSTEM1.TXT,0,38172,0,37766,0,37968,1
ROUGE-1,IN96AB30-A,SYSTEM1.TXT,0,50943,0,48869,0,49885,1
ROUGE-1,OP94AB18-A,SYSTEM1.TXT,0,36842,0,35507,0,36162,1
ROUGE-1,IN96JU18-A,SYSTEM1.TXT,0,52660,0,43043,0,47368,1
ROUGE-1,IN96FE26-B,SYSTEM1.TXT,0,52976,0,44724,0,48501,1
ROUGE-1,IN96FE26-A,SYSTEM1.TXT,0,57055,0,48691,0,52542,1
ROUGE-1,IN96JL02-A,SYSTEM1.TXT,0,44304,0,39773,0,41916,1
ROUGE-1,OP94AB24-A,SYSTEM1.TXT,0,44681,0,33871,0,38532,1
ROUGE-1,OP94AB01-B,SYSTEM1.TXT,0,32911,0,29379,0,31045,1
ROUGE-1,OP94AB01-A,SYSTEM1.TXT,0,45989,0,40566,0,43108,1
ROUGE-1,IN96AB25-A,SYSTEM1.TXT,0,46067,0,43850,0,44932,1
ROUGE-1,CE94JL11-A,SYSTEM1.TXT,0,44149,0,41919,0,43005,1
ROUGE-1,CE94JL11-B,SYSTEM1.TXT,0,51261,0,51261,0,51261,1
ROUGE-1,CE94JL11-C,SYSTEM1.TXT,0,42722,0,39823,0,41221,1
ROUGE-1,MU94AB03-A,SYSTEM1.TXT,0,49858,0,49157,0,49505,1
ROUGE-1,IN96FE15-A,SYSTEM1.TXT,0,42262,0,37173,0,39554,1
ROUGE-1,PO96JL01-A,SYSTEM1.TXT,0,42703,0,37799,0,40102,1
ROUGE-1,CE94AB10-A,SYSTEM1.TXT,0,44920,0,43299,0,44094,1
ROUGE-1,PO96JL01-B,SYSTEM1.TXT,0,60821,0,56597,0,58633,1
ROUGE-1,IN96AB18-B,SYSTEM1.TXT,0,44886,0,43407,0,44134,1
ROUGE-1,IN96JU13-A,SYSTEM1.TXT,0,49754,0,42083,0,45598,1
ROUGE-1,MU94DE02-A,SYSTEM1.TXT,0,49711,0,49143,0,49425,1
ROUGE-1,MU94DE21-A,SYSTEM1.TXT,0,47085,0,49065,0,48055,1
ROUGE-1,IN96FE08-A,SYSTEM1.TXT,0,50691,0,45082,0,47722,1
ROUGE-1,PO96JU13-A,SYSTEM1.TXT,0,48538,0,43684,0,45983,1
ROUGE-1,PO96AB19-B,SYSTEM1.TXT,0,45517,0,43137,0,44295,1
ROUGE-1,PO96AB19-A,SYSTEM1.TXT,0,57609,0,51961,0,54639,1
ROUGE-1,IN96JL01-A,SYSTEM1.TXT,0,43312,0,40476,0,41846,1
ROUGE-1,MU94AG07-B,SYSTEM1.TXT,0,47561,0,44571,0,46018,1
ROUGE-1,OP94AG24-A,SYSTEM1.TXT,0,43781,0,38767,0,41121,1
ROUGE-1,PO96FE07-B,SYSTEM1.TXT,0,41411,0,39474,0,40419,1
ROUGE-1,OP94AB04-A,SYSTEM1.TXT,0,41549,0,36420,0,38816,1
ROUGE-1,PO96FE26-A,SYSTEM1.TXT,0,50000,0,38144,0,43275,1
ROUGE-1,MU94AB04-A,SYSTEM1.TXT,0,44409,0,39489,0,41805,1
ROUGE-1,OP94AG09-A,SYSTEM1.TXT,0,50000,0,40816,0,44944,1
ROUGE-1,CE94JL10-A,SYSTEM1.TXT,0,53896,0,50610,0,52201,1
ROUGE-1,MU94DE09-A,SYSTEM1.TXT,0,51923,0,48869,0,50350,1
ROUGE-1,PO96JL02-A,SYSTEM1.TXT,0,48663,0,45274,0,46907,1
ROUGE-1,MU94DE05-A,SYSTEM1.TXT,0,47917,0,44061,0,45908,1
ROUGE-1,PO96FE15-A,SYSTEM1.TXT,0,47423,0,45320,0,46348,1
ROUGE-1,PO96JU10-A,SYSTEM1.TXT,0,54658,0,53012,0,53823,1
ROUGE-1,MU94AB09-A,SYSTEM1.TXT,0,40887,0,37727,0,39243,1
ROUGE-1,MU94AG06-A,SYSTEM1.TXT,0,50714,0,47020,0,48797,1
ROUGE-1,OP94AB03-B,SYSTEM1.TXT,0,35714,0,28846,0,31915,1
ROUGE-1,MU94DE11-A,SYSTEM1.TXT,0,41353,0,36424,0,38732,1
ROUGE-1,OP94AB26-A,SYSTEM1.TXT,0,57488,0,53604,0,55478,1
ROUGE-1,OP94AG21-A,SYSTEM1.TXT,0,49533,0,46696,0,48073,1
ROUGE-1,CE94JA21-F,SYSTEM1.TXT,0,37949,0,36816,0,37374,1
ROUGE-1,CE94JA25-B,SYSTEM1.TXT,0,55000,0,47312,0,50867,1
ROUGE-1,CE94JA21-E,SYSTEM1.TXT,0,40230,0,37037,0,38567,1
ROUGE-1,CE94JA25-A,SYSTEM1.TXT,0,39891,0,36318,0,38021,1
ROUGE-1,CE94JA21-D,SYSTEM1.TXT,0,44702,0,43974,0,44335,1
ROUGE-1,CE94JA8-A,SYSTEM1.TXT,0,38400,0,34783,0,36502,1
ROUGE-1,IN96FE13-A,SYSTEM1.TXT,0,44583,0,40840,0,42629,1
ROUGE-1,MU94AG16-A,SYSTEM1.TXT,0,45455,0,46512,0,45977,1
ROUGE-1,MU94DE04-B,SYSTEM1.TXT,0,52273,0,42073,0,46622,1
ROUGE-1,PO96FE14-D,SYSTEM1.TXT,0,55135,0,52577,0,53826,1
ROUGE-1,OP94AG14-A,SYSTEM1.TXT,0,44565,0,39048,0,41624,1
ROUGE-1,PO96FE14-C,SYSTEM1.TXT,0,41322,0,37313,0,39216,1
ROUGE-1,MU94DE04-D,SYSTEM1.TXT,0,56667,0,54448,0,55535,1
ROUGE-1,OP94AG14-B,SYSTEM1.TXT,0,44970,0,43182,0,44058,1
ROUGE-1,MU94DE04-C,SYSTEM1.TXT,0,54661,0,50588,0,52546,1
ROUGE-1,MU94DE27-A,SYSTEM1.TXT,0,49153,0,47802,0,48468,1
ROUGE-1,PO96FE14-B,SYSTEM1.TXT,0,49457,0,42723,0,45844,1
ROUGE-1,PO96FE14-A,SYSTEM1.TXT,0,50935,0,47807,0,49321,1
ROUGE-1,IN96JU19-A,SYSTEM1.TXT,0,47032,0,45175,0,46085,1
ROUGE-1,OP94AG10-A,SYSTEM1.TXT,0,48087,0,45128,0,46561,1
ROUGE-1,IN96FE29-B,SYSTEM1.TXT,0,42138,0,36413,0,39067,1
ROUGE-1,IN96FE29-A,SYSTEM1.TXT,0,48756,0,43556,0,46009,1
ROUGE-1,IN96AB09-B,SYSTEM1.TXT,0,54348,0,42735,0,47847,1
ROUGE-1,MU94AG09-A,SYSTEM1.TXT,0,38418,0,37778,0,38095,1
