ROUGE-Type,Task Name,System Name,Avg_Recall,Avg_Precision,Avg_F-Score,Num Reference Summaries
ROUGE-1,IN96AB26-B,SYSTEM1.TXT,0,51174,0,48879,0,50000,1
ROUGE-1,OP94AB02-A,SYSTEM1.TXT,0,34848,0,30872,0,32740,1
ROUGE-1,OP94AB21-A,SYSTEM1.TXT,0,45600,0,41606,0,43511,1
ROUGE-1,PO96FE28-A,SYSTEM1.TXT,0,59701,0,53571,0,56471,1
ROUGE-1,MU94DE14-A,SYSTEM1.TXT,0,39147,0,37687,0,38403,1
ROUGE-1,OP94AB06-A,SYSTEM1.TXT,0,50000,0,46561,0,48219,1
ROUGE-1,CE94JL31-A,SYSTEM1.TXT,0,46774,0,46524,0,46649,1
ROUGE-1,OP94AG07-C,SYSTEM1.TXT,0,37870,0,35955,0,36888,1
ROUGE-1,OP94AG07-B,SYSTEM1.TXT,0,44749,0,44545,0,44647,1
ROUGE-1,CE94JL31-C,SYSTEM1.TXT,0,46000,0,45276,0,45635,1
ROUGE-1,OP94AG07-A,SYSTEM1.TXT,0,45026,0,39450,0,42054,1
ROUGE-1,CE94JL31-B,SYSTEM1.TXT,0,61303,0,56940,0,59041,1
ROUGE-1,CE94JL31-E,SYSTEM1.TXT,0,45299,0,44167,0,44726,1
ROUGE-1,PO96FE09-B,SYSTEM1.TXT,0,47475,0,42922,0,45084,1
ROUGE-1,CE94JL31-D,SYSTEM1.TXT,0,43154,0,41767,0,42449,1
ROUGE-1,PO96FE09-A,SYSTEM1.TXT,0,52174,0,49741,0,50928,1
ROUGE-1,MU94AB02-B,SYSTEM1.TXT,0,45223,0,44375,0,44795,1
ROUGE-1,CE94AB17-A,SYSTEM1.TXT,0,51131,0,47280,0,49130,1
ROUGE-1,IN96FE14-A,SYSTEM1.TXT,0,46479,0,41079,0,43612,1
ROUGE-1,PO96AB09-A,SYSTEM1.TXT,0,51656,0,46154,0,48750,1
ROUGE-1,PO96AB09-C,SYSTEM1.TXT,0,55155,0,54040,0,54592,1
ROUGE-1,OP94AB10-A,SYSTEM1.TXT,0,41830,0,34783,0,37982,1
ROUGE-1,MU94DE07-A,SYSTEM1.TXT,0,45882,0,43094,0,44444,1
ROUGE-1,IN96AB19-A,SYSTEM1.TXT,0,41481,0,31461,0,35783,1
ROUGE-1,IN96JU10-A,SYSTEM1.TXT,0,41447,0,38650,0,40000,1
ROUGE-1,PO96FE13-A,SYSTEM1.TXT,0,64706,0,51643,0,57441,1
ROUGE-1,CE94AB24-C,SYSTEM1.TXT,0,51779,0,46290,0,48881,1
